"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"New York","New York","NY","New York","36081","Queens","40.6943","-73.9249","18680025","10768","shape","FALSE","TRUE","America/New_York","1","11229 11228 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11697 11694 11692 11693 11691 10271 10279 10278 10075 11249 10452 11451 10475 10474 10471 10470 10473 10472 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11379 11378 11375 11374 11377 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11209 11203 11205 11204 11207 11206 11208 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10307 10306 10305 10304 10303 10302 10301 11429 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014","1840034016"
"Los Angeles","Los Angeles","CA","California","06037","Los Angeles","34.1141","-118.4068","12531334","3267","shape","FALSE","TRUE","America/Los_Angeles","1","91367 90291 90293 90292 91316 91311 90035 90034 90037 90031 90039 90008 90004 90005 90006 90007 90001 90002 90003 91504 91040 90710 90089 91307 91344 91345 91340 91342 91343 90036 90247 91411 91436 91371 91608 91605 91604 91607 91606 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 90248 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 91364 90028 90095 90094 91042 91352 91356 91406 91402 90041 90042 90043 90044 90045 90046 90047 90048 90049 90019 90018 91423 90210 91303 91304 91306 90079 90071 90077 90059 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90029 90272 90732 90731 90230 91405 91403 91401 90033 90032 90038 90057 90052 90058 90744 90501 90502","1840020491"
"Chicago","Chicago","IL","Illinois","17031","Cook","41.8375","-87.6866","8586888","4576","shape","FALSE","TRUE","America/Chicago","1","60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60631 60827 60661 60660 60638 60639 60634 60636 60637 60630 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60659 60652 60653 60656 60657 60654 60655 60651 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707","1840000494"
"Miami","Miami","FL","Florida","12086","Miami-Dade","25.7840","-80.2101","6076316","4945","shape","FALSE","TRUE","America/New_York","1","33128 33129 33125 33126 33127 33149 33144 33145 33142 33139 33138 33137 33136 33135 33134 33133 33132 33131 33130 33150 33101 33109","1840015149"
"Dallas","Dallas","TX","Texas","48113","Dallas","32.7935","-96.7667","5910669","1522","shape","FALSE","TRUE","America/Chicago","1","75098 75287 75230 75231 75236 75237 75235 75254 75251 75252 75253 75043 75032 75227 75238 75232 75233 75234 75089 75088 75087 75247 75244 75249 75248 75051 75166 75210 75211 75212 75214 75215 75216 75217 75218 75219 75390 75182 75229 75228 75220 75223 75225 75224 75226 75243 75241 75240 75246 75270 75207 75206 75204 75203 75202 75201 75209 75208 75019","1840019440"
"Houston","Houston","TX","Texas","48201","Harris","29.7860","-95.3885","5724418","1394","shape","FALSE","TRUE","America/Chicago","1","77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77346 77571 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77093 77044 77043 77042 77204 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77094 77091 77092 77053 77345 77547 77080 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77096 77090 77098 77099 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77046 77045 77041 77040 77048 77336 77339 77338 77489 77003 77002 77007 77006 77005 77004 77009 77008 77450 77086 77089 77088 77083 77082 77081 77087 77085 77084 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504","1840020925"
"Philadelphia","Philadelphia","PA","Pennsylvania","42101","Philadelphia","40.0077","-75.1339","5540199","4544","shape","FALSE","TRUE","America/New_York","1","19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19108 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130","1840000673"
"Atlanta","Atlanta","GA","Georgia","13121","Fulton","33.7628","-84.4220","5151496","1419","shape","FALSE","TRUE","America/New_York","1","30334 30331 30332 30309 30308 30354 30327 30322 30326 30324 30319 30342 30305 30307 30306 30316 30317 30314 30315 30312 30313 30310 30311 30303 30363 30318","1840013660"
"Washington","Washington","DC","District of Columbia","11001","District of Columbia","38.9047","-77.0163","5066973","4434","shape","FALSE","TRUE","America/New_York","1","20250 20010 20011 20012 20015 20520 20418 20415 20020 20024 20510 20515 20427 20422 20530 20542 20540 20240 20245 20204 20005 20004 20003 20002 20001 20009 20008 20317 20319 20390 20059 20057 20052 20388 20017 20018 20565 20566 20560 20591 20220 20064 20551 20230 20373 20260 20007 20006 20032 20036 20037 20431 20045 20408 20535 20016 20019","1840006060"
"Boston","Boston","MA","Massachusetts","25025","Suffolk","42.3188","-71.0852","4465966","5505","shape","FALSE","TRUE","America/New_York","1","02120 02121 02122 02124 02125 02126 02127 02128 02129 02210 02215 02467 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02133 02132 02131 02130 02203 02205 02163 02108 02109","1840000455"
"Phoenix","Phoenix","AZ","Arizona","04013","Maricopa","33.5722","-112.0892","4187723","1236","shape","FALSE","TRUE","America/Phoenix","1","85009 85003 85006 85007 85004 85083 85086 85087 85085 85331 85033 85306 85308 85020 85021 85022 85023 85024 85026 85027 85028 85029 85353 85019 85018 85013 85012 85015 85014 85016 85254 85008 85044 85045 85042 85043 85040 85041 85048 85037 85035 85034 85032 85031 85017 85304 85307 85266 85310 85054 85051 85050 85053","1840020568"
"Detroit","Detroit","MI","Michigan","26163","Wayne","42.3834","-83.1024","3731486","1871","shape","FALSE","TRUE","America/Detroit","1","48209 48208 48202 48201 48207 48206 48205 48204 48227 48238 48239 48234 48235 48233 48203 48243 48228 48226 48214 48215 48216 48217 48210 48211 48212 48213 48219 48224 48221 48223","1840003971"
"San Francisco","San Francisco","CA","California","06075","San Francisco","37.7558","-122.4449","3557982","7199","shape","FALSE","TRUE","America/Los_Angeles","1","94130 94131 94132 94133 94134 94103 94102 94105 94104 94188 94158 94124 94123 94122 94121 94129 94118 94108 94107 94112 94110 94116 94117 94114 94115 94111 94109 94127","1840021543"
"Seattle","Seattle","WA","Washington","53033","King","47.6211","-122.3244","3530752","3414","shape","FALSE","TRUE","America/Los_Angeles","1","98109 98108 98105 98104 98107 98106 98101 98103 98102 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133","1840021117"
"San Diego","San Diego","CA","California","06073","San Diego","32.8313","-117.1222","3178495","1675","shape","FALSE","TRUE","America/Los_Angeles","1","92182 92109 92108 92107 92106 92103 92101 92111 92154 92110 92140 92161 92105 92104 92102 92071 92132 92130 92131 92136 92134 92139 92025 92027 92147 92145 92014 92093 92092 92119 92116 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92037 92173 92113 92114 92115","1840021990"
"Minneapolis","Minneapolis","MN","Minnesota","27053","Hennepin","44.9635","-93.2678","2885614","3035","shape","FALSE","TRUE","America/Chicago","1","55404 55409 55408 55407 55406 55405 55403 55402 55401 55454 55455 55430 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417","1840007830"
"Tampa","Tampa","FL","Florida","12057","Hillsborough","27.9945","-82.4447","2771700","1340","shape","FALSE","TRUE","America/New_York","1","33637 33629 33621 33620 33609 33604 33606 33602 33619 33616 33613 33617 33614 33610 33611 33612 33605 33607 33603 33647","1840015982"
"Brooklyn","Brooklyn","NY","New York","36047","Kings","40.6501","-73.9496","2736074","15200","point","FALSE","TRUE","America/New_York","1","11212 11213 11216 11233 11238 11209 11214 11228 11204 11218 11219 11230 11234 11236 11239 11223 11224 11229 11235 11201 11205 11215 11217 11231 11203 11210 11225 11226 11207 11208 11211 11222 11220 11232 11206 11221 11237","1840034030"
"Denver","Denver","CO","Colorado","08031","Denver","39.7620","-104.8758","2709398","1805","shape","FALSE","TRUE","America/Denver","1","80264 80266 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80210 80212 80216 80221 80220 80223 80222 80224 80227 80219 80211 80209 80207 80206 80205 80204 80202 80203","1840018789"
"Queens","Queens","NY","New York","36081","Queens","40.7498","-73.7976","2405464","8503","point","FALSE","TRUE","America/New_York","1","11361 11362 11363 11364 11354 11355 11356 11357 11358 11359 11360 11365 11366 11367 11412 11423 11432 11433 11434 11435 11436 11101 11102 11103 11104 11105 11106 11374 11375 11379 11385 11691 11692 11693 11694 11695 11697 11004 11005 11411 11413 11422 11426 11427 11428 11429 11414 11415 11416 11417 11418 11419 11420 11421 11368 11369 11370 11372 11373 11377 11378","1840034002"
"Baltimore","Baltimore","MD","Maryland","24510","Baltimore","39.3051","-76.6144","2270087","2872","shape","FALSE","TRUE","America/New_York","1","21218 21211 21210 21213 21212 21215 21214 21217 21216 21233 21231 21230 21239 21251 21209 21202 21206 21207 21205 21287 21223 21226 21201 21224 21225 21229","1840001592"
"Las Vegas","Las Vegas","NV","Nevada","32003","Clark","36.2333","-115.2654","2165405","1754","shape","FALSE","TRUE","America/Los_Angeles","1","89146 89149 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89145 89144 89110 89117 89129 89128 89124","1840020364"
"St. Louis","St. Louis","MO","Missouri","29510","St. Louis","38.6359","-90.2451","2144317","1905","shape","FALSE","TRUE","America/Chicago","1","63110 63111 63112 63113 63115 63116 63118 63120 63107 63106 63104 63103 63102 63101 63109 63108 63155 63139 63137 63143 63147","1840001651"
"Riverside","Riverside","CA","California","06065","Riverside","33.9381","-117.3949","2112239","1556","shape","FALSE","TRUE","America/Los_Angeles","1","92508 92503 92501 92506 92505 92504 92507 92521","1840020551"
"Portland","Portland","OR","Oregon","41051","Multnomah","45.5371","-122.6500","2072553","1881","shape","FALSE","TRUE","America/Los_Angeles","1","97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212","1840019941"
"San Antonio","San Antonio","TX","Texas","48029","Bexar","29.4632","-98.5238","2036324","1183","shape","FALSE","TRUE","America/Chicago","1","78112 78239 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78242 78248 78231 78230 78233 78232 78235 78234 78237 78238 78209 78109 78266 78264 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229","1840022220"
"Sacramento","Sacramento","CA","California","06067","Sacramento","38.5677","-121.4685","1882358","1971","shape","FALSE","TRUE","America/Los_Angeles","1","95821 95820 95823 95838 95832 95833 95831 95834 95835 95811 95814 95815 95818 95819 95828 95822 95825 95824 95826 95816 95817","1840021491"
"San Juan","San Juan","PR","Puerto Rico","72127","San Juan","18.3985","-66.0610","1854549","2982","shape","FALSE","FALSE","America/Puerto_Rico","1","00918 00913 00912 00911 00917 00915 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00969","1630035577"
"San Jose","San Jose","CA","California","06085","Santa Clara","37.3012","-121.8480","1797166","2229","shape","FALSE","TRUE","America/Los_Angeles","1","95119 95118 95128 95124 95125 95122 95008 95002 95117 95116 95111 95110 95113 95112 95126 95127 95120 95123 95148 95133 95132 95131 95130 95136 95134 95139 95138 95037 95013 95129 95121","1840021570"
"Orlando","Orlando","FL","Florida","12095","Orange","28.4773","-81.3370","1792047","994","shape","FALSE","TRUE","America/New_York","1","32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32812 32814","1840015099"
"Cleveland","Cleveland","OH","Ohio","39035","Cuyahoga","41.4764","-81.6805","1742437","1903","shape","FALSE","TRUE","America/New_York","1","44135 44120 44119 44113 44112 44111 44110 44115 44114 44144 44128 44127 44104 44105 44106 44101 44102 44103 44108 44109","1840000596"
"Pittsburgh","Pittsburgh","PA","Pennsylvania","42003","Allegheny","40.4397","-79.9763","1719289","2100","shape","FALSE","TRUE","America/New_York","1","15282 15216 15217 15214 15212 15213 15210 15211 15218 15219 15290 15232 15260 15233 15205 15204 15207 15206 15201 15203 15208 15234 15222 15221 15220 15226 15224 15120","1840001254"
"Manhattan","Manhattan","NY","New York","36061","New York","40.7834","-73.9662","1694263","28653","point","FALSE","TRUE","America/New_York","1","10026 10027 10030 10037 10039 10001 10011 10018 10019 10020 10036 10029 10035 10010 10016 10017 10022 10012 10013 10014 10004 10005 10006 10007 10038 10280 10002 10003 10009 10021 10028 10044 10065 10075 10128 10023 10024 10025 10031 10032 10033 10034 10040","1840034000"
"Austin","Austin","TX","Texas","48453","Travis","30.3005","-97.7522","1685522","1165","shape","FALSE","TRUE","America/Chicago","1","78749 78748 78741 78742 78745 78744 78747 78746 78717 78712 78719 78617 78739 78735 78736 78730 78731 78732 78733 78705 78704 78701 78703 78702 78758 78759 78752 78753 78750 78751 78756 78757 78754 78652 78723 78722 78721 78727 78726 78725 78724 78729 78728","1840019590"
"Cincinnati","Cincinnati","OH","Ohio","39061","Hamilton","39.1413","-84.5060","1684800","1501","shape","FALSE","TRUE","America/New_York","1","45267 45219 45213 45212 45211 45217 45216 45214 45233 45226 45227 45225 45223 45229 45224 45232 45204 45205 45206 45207 45202 45203 45208 45209 45239 45238 45237 45220 45230","1840003814"
"Indianapolis","Indianapolis","IN","Indiana","18097","Marion","39.7771","-86.1458","1636763","928","shape","FALSE","TRUE","America/Indiana/Indianapolis","1","46234 46237 46218 46219 46217 46214 46260 46268 46226 46225 46183 46231 46235 46236 46239 46254 46250 46208 46201 46203 46202 46205 46204 46206 46256 46259 46227 46224 46222 46221 46220 46229 46228 46113 46278 46241 46240","1840030084"
"Kansas City","Kansas City","MO","Missouri","29095","Jackson","39.1238","-94.5541","1602005","602","shape","FALSE","TRUE","America/Chicago","1","64161 64163 64164 64165 64167 64053 64118 64116 64151 64153 64155 64154 64157 64156 64158 64108 64109 64106 64102 64128 64129 64124 64125 64126 64127 64120 64123 64166 64119 64114 64117 64111 64110 64113 64112 64133 64146 64145 64149 64147 64105 64101 64139 64138 64132 64131 64130 64137 64136 64134","1840008535"
"Columbus","Columbus","OH","Ohio","39049","Franklin","39.9862","-82.9855","1547862","1560","shape","FALSE","TRUE","America/New_York","1","43109 43026 43054 43220 43221 43222 43223 43224 43081 43228 43227 43213 43212 43215 43214 43217 43219 43218 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43211 43210 43202 43203 43201 43206 43207 43204 43205 43209","1840003760"
"Charlotte","Charlotte","NC","North Carolina","37119","Mecklenburg","35.2083","-80.8303","1526465","1094","shape","FALSE","TRUE","America/New_York","1","28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28223 28227 28226 28278 28270 28273 28274 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244","1840014557"
"Virginia Beach","Virginia Beach","VA","Virginia","51810","Virginia Beach","36.7335","-76.0435","1475522","711","shape","FALSE","TRUE","America/New_York","1","23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464","1840003871"
"Bronx","Bronx","NY","New York","36005","Bronx","40.8501","-73.8662","1472654","13356","point","FALSE","TRUE","America/New_York","1","10453 10457 10460 10458 10467 10468 10451 10452 10456 10454 10455 10459 10474 10463 10471 10466 10469 10470 10475 10461 10462 10464 10465 10472 10473","1840033999"
"Milwaukee","Milwaukee","WI","Wisconsin","55079","Milwaukee","43.0642","-87.9675","1390046","2379","shape","FALSE","TRUE","America/Chicago","1","53203 53202 53207 53206 53205 53204 53209 53208 53233 53218 53219 53214 53215 53216 53210 53211 53212 53213 53295 53225 53224 53221 53220 53223 53222 53228","1840003046"
"Providence","Providence","RI","Rhode Island","44007","Providence","41.8230","-71.4187","1204385","3764","shape","FALSE","TRUE","America/New_York","1","02903 02906 02907 02908 02904 02905 02909 02912 02918","1840003289"
"Jacksonville","Jacksonville","FL","Florida","12031","Duval","30.3322","-81.6749","1165107","466","shape","FALSE","TRUE","America/New_York","1","32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32214 32217 32216 32211 32210 32212 32246 32244 32233 32234 32202 32250 32254 32257 32256 32208 32209 32206 32207 32204 32205 32203 32258 32277","1840015031"
"Salt Lake City","Salt Lake City","UT","Utah","49035","Salt Lake","40.7776","-111.9311","1135747","700","shape","FALSE","TRUE","America/Denver","1","84116 84115 84114 84113 84112 84111 84128 84150 84180 84108 84101 84102 84103 84104 84105 84106 84138","1840021383"
"Nashville","Nashville","TN","Tennessee","47037","Davidson","36.1715","-86.7842","1081876","541","shape","FALSE","TRUE","America/Chicago","1","37027 37138 37076 37072 37203 37206 37201 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37232 37238 37209 37208 37205 37204 37207 37115 37013 37228 37221 37220 37143","1840036155"
"Raleigh","Raleigh","NC","North Carolina","37183","Wake","35.8324","-78.6429","1073795","1232","shape","FALSE","TRUE","America/New_York","1","27617 27616 27615 27614 27613 27612 27610 27609 27601 27603 27604 27605 27606 27608 27607 27697 27695","1840014497"
"Memphis","Memphis","TN","Tennessee","47157","Shelby","35.1087","-89.9663","1072330","846","shape","FALSE","TRUE","America/Chicago","1","38120 38127 38126 38107 38106 38105 38104 38103 38109 38108 38152 38132 38141 38112 38114 38111 38113 38115 38116 38117 38118 38119 38018 38016 38133 38131 38134 38128 38122 38125","1840015457"
"Richmond","Richmond","VA","Virginia","51760","Richmond","37.5295","-77.4756","1025117","1476","shape","FALSE","TRUE","America/New_York","1","23222 23223 23298 23284 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173","1840001698"
"Louisville","Louisville","KY","Kentucky","21111","Jefferson","38.1663","-85.6485","1004821","906","shape","FALSE","TRUE","America/New_York","1","40245 40242 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118","1840030815"
"New Orleans","New Orleans","LA","Louisiana","22071","Orleans","30.0687","-89.9288","957783","891","shape","FALSE","TRUE","America/Chicago","2","70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163","1840001839"
"Bridgeport","Bridgeport","CT","Connecticut","09001","Fairfield","41.1918","-73.1954","948918","3485","shape","FALSE","TRUE","America/New_York","2","06605 06604 06607 06606 06608 06610","1840004836"
"Oklahoma City","Oklahoma City","OK","Oklahoma","40109","Oklahoma","35.4676","-97.5136","947247","413","shape","FALSE","TRUE","America/Chicago","2","73099 73119 73118 73114 73117 73116 73111 73110 73112 73020 73012 73013 73142 73141 73145 73149 73169 73078 73108 73109 73106 73107 74857 73139 73132 73131 73135 73134 73008 73097 73084 73105 73162 73103 73054 73151 73150 73159 73064 73104 73102 73179 73173 73170 73049 73160 73165 73127 73120 73121 73122 73128 73129","1840020428"
"Buffalo","Buffalo","NY","New York","36029","Erie","42.9018","-78.8487","926607","2446","shape","FALSE","TRUE","America/New_York","2","14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14211 14210 14213 14212 14215 14214 14216","1840000386"
"Hartford","Hartford","CT","Connecticut","09003","Hartford","41.7661","-72.6834","918434","2722","shape","FALSE","TRUE","America/New_York","2","06106 06105 06103 06120 06112 06114","1840004773"
"Fort Worth","Fort Worth","TX","Texas","48439","Tarrant","32.7817","-97.3474","892221","992","shape","FALSE","TRUE","America/Chicago","2","76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76053 76052 76123 76120 76244 76179 76177 76036 76140 76262 76006 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76127 76126","1840020696"
"Tucson","Tucson","AZ","Arizona","04019","Pima","32.1541","-110.8787","883127","873","shape","FALSE","TRUE","America/Phoenix","2","85705 85707 85706 85709 85710 85756 85723 85726 85724 85701 85708 85719 85748 85745 85747 85716 85714 85715 85712 85713 85711 85734 85730 85721","1840022101"
"Honolulu","Honolulu","HI","Hawaii","15003","Honolulu","21.3294","-157.8460","834138","2214","shape","FALSE","TRUE","Pacific/Honolulu","2","96859 96858 96850 96819 96820 96822 96826 96813 96815 96814 96817 96816 96818 96848","1840013305"
"McAllen","McAllen","TX","Texas","48215","Hidalgo","26.2252","-98.2467","805270","883","shape","FALSE","TRUE","America/Chicago","2","78573 78504 78503 78501 78557","1840021024"
"El Paso","El Paso","TX","Texas","48141","El Paso","31.8476","-106.4300","798217","1015","shape","FALSE","TRUE","America/Denver","2","79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79915 79912 79911 79835 79922 79920 79927 79924 79925","1840023252"
"Omaha","Omaha","NE","Nebraska","31055","Douglas","41.2627","-96.0529","791432","1307","shape","FALSE","TRUE","America/Chicago","2","68112 68114 68117 68116 68118 68182 68183 68105 68108 68178 68110 68122 68127 68124 68111 68022 68137 68135 68132 68144 68134 68131 68130 68102 68106 68107 68104 68164 68152 68154","1840009315"
"Albuquerque","Albuquerque","NM","New Mexico","35001","Bernalillo","35.1054","-106.6465","762853","1155","shape","FALSE","TRUE","America/Denver","2","87123 87112 87113 87110 87111 87114 87109 87108 87101 87102 87105 87104 87107 87106 87120","1840019176"
"Birmingham","Birmingham","AL","Alabama","01073","Jefferson","33.5279","-86.7971","753721","553","shape","FALSE","TRUE","America/Chicago","2","35218 35214 35215 35217 35210 35211 35212 35213 35224 35221 35222 35203 35207 35206 35205 35204 35209 35208 35094 35254 35068 35061 35228 35234 35235 35233 35243 35242 35249","1840006507"
"Sarasota","Sarasota","FL","Florida","12115","Sarasota","27.3387","-82.5432","727388","1518","shape","FALSE","TRUE","America/New_York","2","34232 34234 34237 34236 34239","1840015988"
"Dayton","Dayton","OH","Ohio","39113","Montgomery","39.7805","-84.2003","723844","971","shape","FALSE","TRUE","America/New_York","2","45432 45469 45402 45403 45406 45404 45405 45409 45428 45420 45423 45424 45410 45414 45417 45419 45377","1840034249"
"Rochester","Rochester","NY","New York","36055","Monroe","43.1680","-77.6162","720189","2227","shape","FALSE","TRUE","America/New_York","2","14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642","1840000373"
"Fresno","Fresno","CA","California","06019","Fresno","36.7830","-119.7939","702486","1763","shape","FALSE","TRUE","America/Los_Angeles","2","93740 93741 93730 93650 93702 93703 93701 93706 93704 93705 93722 93728 93720 93721 93726 93727 93711 93710","1840020319"
"Tulsa","Tulsa","OK","Oklahoma","40143","Tulsa","36.1283","-95.9042","698349","786","shape","FALSE","TRUE","America/Chicago","2","74137 74134 74132 74133 74130 74136 74135 74146 74145 74127 74126 74112 74114 74115 74119 74015 74106 74129 74128 74120 74171 74110 74116 74117 74107 74105 74103 74104 74108","1840021672"
"Allentown","Allentown","PA","Pennsylvania","42077","Lehigh","40.5961","-75.4756","688658","2664","shape","FALSE","TRUE","America/New_York","2","18104 18101 18103 18102 18109","1840001044"
"Concord","Concord","CA","California","06013","Contra Costa","37.9722","-122.0016","667250","1633","shape","FALSE","TRUE","America/Los_Angeles","2","94518 94519 94565 94521 94520","1840018905"
"Cape Coral","Cape Coral","FL","Florida","12071","Lee","26.6443","-81.9957","649339","690","shape","FALSE","TRUE","America/New_York","2","33990 33993 33914 33991 33909 33904","1840015130"
"Charleston","Charleston","SC","South Carolina","45019","Charleston","32.8168","-79.9687","645413","461","shape","FALSE","TRUE","America/New_York","2","29414 29424 29425 29455 29405 29407 29401 29403 29409 29492 29412","1840015163"
"Colorado Springs","Colorado Springs","CO","Colorado","08041","El Paso","38.8674","-104.7605","621332","932","shape","FALSE","TRUE","America/Denver","2","80951 80909 80904 80905 80906 80907 80903 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929","1840018825"
"Springfield","Springfield","MA","Massachusetts","25013","Hampden","42.1155","-72.5395","615728","1861","shape","FALSE","TRUE","America/New_York","2","01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108","1840000466"
"Grand Rapids","Grand Rapids","MI","Michigan","26081","Kent","42.9619","-85.6562","615273","1719","shape","FALSE","TRUE","America/Detroit","2","49546 49506 49505 49503 49507 49504 49508","1840002928"
"Ogden","Ogden","UT","Utah","49057","Weber","41.2279","-111.9682","615015","1221","shape","FALSE","TRUE","America/Denver","2","84404 84401 84403 84408","1840020135"
"Columbia","Columbia","SC","South Carolina","45079","Richland","34.0378","-80.9036","609689","378","shape","FALSE","TRUE","America/New_York","2","29203 29207 29205 29208 29209 29225 29212 29210 29201 29206 29204","1840014730"
"Baton Rouge","Baton Rouge","LA","Louisiana","22033","East Baton Rouge","30.4420","-91.1311","605449","993","shape","FALSE","TRUE","America/Chicago","2","70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70825 70819 70813 70812 70815 70814 70816","1840013941"
"Knoxville","Knoxville","TN","Tennessee","47093","Knox","35.9692","-83.9496","603685","733","shape","FALSE","TRUE","America/New_York","2","37909 37902 37924 37920 37921 37922 37923 37929 37919 37918 37915 37914 37917 37916 37912","1840014486"
"Mission Viejo","Mission Viejo","CA","California","06059","Orange","33.6096","-117.6551","600802","2091","shape","FALSE","TRUE","America/Los_Angeles","2","92692 92691","1840020580"
"Albany","Albany","NY","New York","36001","Albany","42.6664","-73.7987","590823","1747","shape","FALSE","TRUE","America/New_York","2","12208 12209 12204 12206 12207 12202 12203 12205 12210 12226 12222","1840000417"
"Akron","Akron","OH","Ohio","39153","Summit","41.0798","-81.5219","570375","1230","shape","FALSE","TRUE","America/New_York","2","44306 44307 44304 44305 44302 44303 44301 44308 44325 44320 44311 44310 44313 44312 44319 44314","1840000791"
"New Haven","New Haven","CT","Connecticut","09009","New Haven","41.3113","-72.9246","566683","2693","shape","FALSE","TRUE","America/New_York","2","06519 06511 06510 06513 06512 06515","1840004850"
"Provo","Provo","UT","Utah","49049","Utah","40.2457","-111.6457","563884","1082","shape","FALSE","TRUE","America/Denver","2","84606 84604 84602 84601","1840020174"
"Bakersfield","Bakersfield","CA","California","06029","Kern","35.3529","-119.0359","556892","979","shape","FALSE","TRUE","America/Los_Angeles","2","93306 93307 93304 93305 93301 93309 93314 93311 93313 93312","1840019148"
"Murrieta","Murrieta","CA","California","06065","Riverside","33.5719","-117.1909","524133","1310","shape","FALSE","TRUE","America/Los_Angeles","2","92563 92562","1840020553"
"Des Moines","Des Moines","IA","Iowa","19153","Polk","41.5725","-93.6105","519180","943","shape","FALSE","TRUE","America/Chicago","2","50309 50312 50314 50315 50316 50317 50310 50313 50319 50321 50320 50311","1840007069"
"Worcester","Worcester","MA","Massachusetts","25027","Worcester","42.2705","-71.8079","516483","1913","shape","FALSE","TRUE","America/New_York","2","01608 01610 01609 01602 01603 01604 01605 01606 01607","1840000434"
